CUSTOMERID,GEOGRAPHY,GENDER,AGE,TENURE,BALANCE,NUMOFPRODUCTS,HASCRCARD,ISACTIVEMEMBER,ESTIMATEDSALARY,EXITED,TRANSACTIONTIMESTAMP,DEBTTOINCOME,PREDICTED_CHURN,CREDITSCORE
7792,Germany,Female,25,1,130072.29,2,0,1,243168.43,0,1/2/25 10:55,64,9999,572
7793,France,Male,20,9,130072.29,3,1,0,22369.99,1,1/11/25 5:22,71,9999,659
7794,Spain,Female,28,10,130072.29,1,1,1,232685.61,0,1/7/25 5:00,67,9999,641
7795,Italy,Male,21,7,130072.29,4,1,0,40857.63,1,1/7/25 21:56,99,9999,255
7796,Italy,Female,26,2,0,4,0,0,136467.9,1,1/13/25 13:31,59,9999,529
7797,Germany,Female,68,1,0,1,1,1,102074.62,1,1/1/25 11:55,98,9999,681
7798,Italy,Male,19,2,130072.29,2,0,1,103034.68,1,1/27/25 4:51,119,9999,343
7799,Italy,Male,18,2,0,1,1,0,176917.21,1,1/13/25 6:58,59,9999,678
7800,Spain,Female,29,0,130072.29,1,0,0,165707.08,1,1/22/25 7:12,88,9999,518
7801,Italy,Male,24,2,130072.29,1,1,1,236045.04,0,1/26/25 23:23,107,9999,446
7802,Spain,Female,25,2,130072.29,1,1,0,180995.85,1,1/26/25 18:54,120,9999,274
7803,Italy,Male,25,3,130072.29,3,1,1,153723.23,1,1/16/25 5:40,91,9999,397
7804,Italy,Male,19,7,130072.29,4,0,0,48089.53,1,1/16/25 17:27,94,9999,367
7805,Germany,Female,18,8,0,2,0,1,121775.88,1,1/25/25 11:06,77,9999,587
7806,France,Male,73,0,0,2,1,0,126806.61,1,1/31/25 10:01,54,9999,616
7807,France,Female,22,0,0,1,0,0,161523.06,1,2/1/25 9:24,106,9999,587
7808,France,Female,25,5,0,1,1,1,94683.52,1,1/15/25 17:25,78,9999,315
7809,Germany,Male,89,0,130072.29,2,1,0,40618.31,1,1/22/25 20:47,104,9999,550
7810,Italy,Female,58,4,0,2,1,0,220226.01,1,1/10/25 23:40,72,9999,619
7811,Italy,Male,20,0,130072.29,3,1,1,12941.92,1,1/30/25 7:14,106,9999,424
7812,Italy,Male,27,7,0,1,1,0,38062.96,1,2/2/25 14:37,67,9999,568
7813,France,Female,37,4,0,2,1,0,116757.9,1,1/12/25 10:08,75,9999,325
7814,Italy,Male,30,5,0,4,0,0,222755.89,1,1/31/25 12:17,54,9999,363
7815,Italy,Female,44,3,130072.29,3,0,0,30120.35,1,2/1/25 11:24,57,9999,360
7816,Italy,Female,26,7,130072.29,3,1,0,185724.24,1,1/13/25 1:45,68,9999,498
7817,Italy,Male,21,8,0,1,0,0,75197.46,1,1/28/25 22:44,77,9999,688
7818,Italy,Male,26,8,130072.29,3,0,1,23602.03,1,1/13/25 20:22,117,9999,452
7819,France,Female,30,0,0,3,1,0,224266.4,0,2/3/25 11:37,99,9999,396
7820,Italy,Female,29,6,130072.29,4,1,1,243236.56,1,1/21/25 14:55,114,9999,284
7821,Spain,Female,19,3,130072.29,3,1,0,37301.93,1,1/3/25 15:26,57,9999,558
7822,France,Male,19,9,130072.29,4,0,1,224536.1,1,1/28/25 6:35,109,9999,275
7823,Italy,Male,88,10,0,3,1,1,163784.99,1,1/14/25 22:18,107,9999,487
7824,France,Female,20,7,0,3,0,0,54361.8,0,1/14/25 2:59,76,9999,263
7825,Italy,Male,23,6,130072.29,1,1,1,169524,0,1/15/25 15:17,82,9999,623
7826,Germany,Female,45,0,0,1,0,0,203779.13,1,1/22/25 16:11,95,9999,294
7827,Spain,Male,25,0,130072.29,1,1,0,125981.96,1,1/2/25 16:27,86,9999,677
7828,France,Female,21,0,0,1,0,1,227786.95,1,1/28/25 15:01,118,9999,465
7829,France,Female,26,1,130072.29,2,0,1,134483.17,0,1/7/25 7:42,64,9999,482
7830,Italy,Female,28,9,0,1,0,1,50429.26,1,1/17/25 2:05,116,9999,442
7831,Italy,Female,26,1,0,1,0,1,178779.52,1,1/15/25 0:19,77,9999,300
7832,Spain,Female,78,8,130072.29,1,0,1,170838.39,1,1/17/25 12:26,112,9999,676
7833,Italy,Female,23,4,0,3,1,0,161906.57,1,1/27/25 16:46,52,9999,624
7834,Italy,Male,30,0,0,3,0,0,220561.71,1,1/28/25 16:35,101,9999,463
7835,Italy,Female,20,6,0,3,1,1,134346.7,1,1/12/25 20:20,93,9999,400
7836,Germany,Female,25,9,130072.29,1,0,1,177536.22,1,1/1/25 21:38,109,9999,689
7837,Italy,Female,39,1,0,4,1,1,238891.72,1,1/22/25 8:10,107,9999,524
7838,Spain,Female,22,2,130072.29,2,0,0,38752.14,1,1/29/25 0:05,63,9999,587
7839,Italy,Female,28,3,130072.29,4,0,1,99697.88,1,1/8/25 20:25,55,9999,325
7840,Italy,Male,20,2,0,4,1,0,58600.15,1,1/28/25 15:12,68,9999,688
7841,Germany,Female,19,2,0,4,0,0,84339.61,1,1/19/25 11:28,111,9999,469
7842,Italy,Female,27,8,0,4,0,1,130092.32,1,1/7/25 9:35,54,9999,597
7843,France,Female,30,3,130072.29,2,0,0,212125.52,1,1/5/25 22:41,98,9999,693
7844,Italy,Female,20,7,0,4,1,0,102880.05,1,1/22/25 12:29,100,9999,436
7845,Italy,Male,78,0,0,1,0,1,141687.95,1,1/7/25 23:11,75,9999,538
7846,Italy,Male,22,5,130072.29,4,1,1,203998.28,1,1/13/25 12:10,105,9999,652
7847,Spain,Female,20,0,0,2,0,0,232391.95,1,1/20/25 2:00,67,9999,277
7848,France,Female,21,4,0,2,0,1,90667.58,1,1/19/25 23:54,94,9999,628
7849,Germany,Male,21,6,130072.29,4,0,0,48599.11,1,1/9/25 15:22,58,9999,429
7850,Italy,Female,19,0,130072.29,1,0,0,147625.06,1,1/10/25 10:28,51,9999,502
7851,France,Male,52,8,0,4,0,1,224465.3,1,1/8/25 11:38,91,9999,375
7852,Italy,Female,27,10,130072.29,3,0,0,65877.6,1,1/13/25 22:34,119,9999,426
7853,Spain,Male,25,8,130072.29,2,1,0,127364.58,1,1/15/25 15:49,117,9999,286
7854,Germany,Male,85,5,0,4,1,0,124061.91,1,2/3/25 10:23,80,9999,659
7855,Germany,Female,24,1,0,3,1,0,232137.72,1,1/15/25 16:09,68,9999,348
7856,Italy,Female,21,1,130072.29,1,0,0,116893.43,1,1/26/25 16:48,120,9999,347
7857,France,Female,23,8,130072.29,3,1,1,136383.16,0,1/17/25 11:05,96,9999,376
7858,Italy,Female,22,3,130072.29,2,0,1,38872.15,1,1/20/25 2:29,86,9999,417
7859,Spain,Male,27,5,0,3,1,0,117267.78,1,1/20/25 23:58,68,9999,329
7860,Italy,Male,23,9,0,3,1,1,88739.55,0,2/1/25 10:54,74,9999,543
7861,Italy,Female,27,1,0,3,1,1,59307.01,1,1/27/25 19:10,102,9999,582
7862,Italy,Male,30,3,0,1,0,1,129624.96,1,1/10/25 7:01,53,9999,375
7863,Italy,Female,47,1,0,1,0,1,193867.46,1,1/31/25 12:06,95,9999,592
7864,Italy,Female,33,2,130072.29,1,0,1,48291.3,0,1/2/25 13:46,80,9999,559
7865,Spain,Female,21,1,0,1,0,1,39684.68,1,1/13/25 16:36,85,9999,399
7866,France,Male,20,7,0,4,1,1,35452.12,1,1/27/25 21:44,53,9999,265
7867,Spain,Female,28,4,130072.29,3,1,0,191958.25,1,1/1/25 7:25,51,9999,277
7868,Germany,Male,21,4,0,2,0,1,198079.37,1,1/12/25 22:27,88,9999,668
7869,Italy,Female,19,7,0,3,1,1,222735.77,1,1/27/25 20:17,93,9999,693
7870,France,Male,27,10,0,4,0,0,241212.19,1,1/7/25 2:44,68,9999,422
7871,Italy,Male,24,7,0,3,0,1,97465.42,1,1/18/25 3:01,90,9999,295
7872,Spain,Male,43,6,130072.29,3,1,0,88408.12,1,1/6/25 12:25,87,9999,577
7873,Italy,Male,23,4,130072.29,2,0,1,247912.28,1,2/2/25 3:06,114,9999,485
7874,Italy,Female,91,6,0,2,1,0,39824.85,0,1/17/25 12:55,84,9999,688
7875,Italy,Male,43,0,130072.29,2,0,0,15221.08,1,1/15/25 2:32,60,9999,463
7876,Italy,Male,19,2,0,3,0,0,99363.88,1,1/18/25 5:31,108,9999,334
7877,Italy,Female,27,2,0,4,0,1,26572.47,1,1/15/25 3:16,119,9999,531
7878,Italy,Male,28,1,0,1,0,1,98895.6,1,2/1/25 2:31,92,9999,481
7879,Germany,Female,30,5,130072.29,1,0,0,105839.98,1,2/2/25 7:18,54,9999,334
7880,Germany,Male,27,2,0,3,0,0,161490.27,0,1/19/25 14:21,75,9999,658
7881,Italy,Female,26,3,0,1,1,0,187314.99,1,1/8/25 8:48,81,9999,314
7882,Italy,Male,24,2,130072.29,1,1,0,163710.55,1,1/10/25 4:14,96,9999,383
7883,Spain,Male,23,6,0,3,0,0,178261.23,1,1/18/25 2:17,105,9999,400
7884,Italy,Male,84,3,130072.29,3,1,1,95401.89,1,1/7/25 12:16,99,9999,364
7885,Spain,Male,23,4,0,4,0,0,116849.22,0,1/3/25 11:31,107,9999,313
7886,Italy,Female,19,6,0,1,0,0,180023.68,1,1/22/25 1:59,77,9999,592
7887,France,Male,21,3,130072.29,3,0,0,41114.89,1,1/24/25 21:25,104,9999,676
7888,France,Female,65,5,0,1,1,1,179451.44,0,1/19/25 9:40,107,9999,612
7889,France,Female,28,8,130072.29,2,1,1,238130.23,0,1/16/25 1:06,89,9999,656
7890,Spain,Female,48,5,0,2,0,1,48039.74,1,1/11/25 9:12,107,9999,601
7891,Italy,Female,54,4,0,4,0,1,101636.27,1,1/13/25 18:52,95,9999,407
7892,Italy,Male,57,0,0,3,1,0,147435.6,0,1/6/25 17:15,94,9999,326
7893,France,Male,28,7,130072.29,1,1,0,180947.17,1,1/15/25 5:11,59,9999,395
7894,Germany,Male,21,4,0,2,1,0,66746.25,1,1/21/25 19:14,97,9999,592
7895,Italy,Male,20,4,130072.29,3,1,1,148219.72,1,2/1/25 2:54,111,9999,474
7896,Germany,Male,28,2,130072.29,2,0,0,234088.36,1,1/26/25 5:23,77,9999,654
7897,Italy,Male,24,9,130072.29,2,1,1,92575.83,0,1/23/25 9:01,69,9999,562
7898,Italy,Female,28,1,130072.29,3,1,1,144418.16,1,2/1/25 3:24,119,9999,352
7899,Germany,Female,27,0,0,2,0,1,157900.74,0,1/3/25 23:19,90,9999,656
7900,Italy,Male,29,8,130072.29,3,0,0,222388.1,1,1/17/25 23:19,55,9999,596
7901,France,Male,18,4,0,4,1,1,81183.53,1,1/25/25 5:58,60,9999,550
7902,Italy,Male,18,9,130072.29,3,0,0,218873.51,0,1/24/25 4:17,79,9999,677
7903,Italy,Female,35,3,0,2,0,1,169999.9,1,1/11/25 3:45,52,9999,337
7904,France,Male,21,6,130072.29,2,0,0,180649.64,1,1/7/25 6:02,82,9999,620
7905,France,Male,30,3,130072.29,1,1,1,21244.88,1,1/4/25 6:11,103,9999,552
7906,Italy,Male,28,10,130072.29,4,0,1,92352.8,1,1/1/25 4:55,96,9999,417
7907,Italy,Female,92,1,0,2,0,1,33909.46,1,1/9/25 17:31,59,9999,684
7908,Italy,Female,60,8,130072.29,4,0,1,142583.79,0,1/10/25 14:42,68,9999,419
7909,Italy,Male,25,7,0,1,0,1,210219.12,1,1/15/25 6:44,58,9999,384
7910,Spain,Female,29,3,130072.29,4,1,1,105446.78,0,1/18/25 5:42,56,9999,299
7911,Spain,Female,20,7,0,3,1,1,60272.99,1,1/27/25 4:54,110,9999,681
7912,Italy,Female,25,8,130072.29,4,1,0,79629.03,1,1/5/25 22:19,63,9999,589
7913,Italy,Male,38,1,0,2,1,0,145431.15,1,1/22/25 19:56,51,9999,596
7914,Spain,Male,29,3,130072.29,2,1,0,193045.63,1,1/28/25 20:15,71,9999,383
7915,France,Female,26,10,0,3,1,0,174015.75,1,1/19/25 18:47,109,9999,596
7916,France,Female,21,5,130072.29,2,0,1,235831.77,1,1/24/25 10:55,94,9999,386
7917,Germany,Female,53,6,0,1,1,0,221548.71,1,1/29/25 10:51,69,9999,494
7918,Italy,Male,23,4,130072.29,2,1,0,30703.43,1,1/6/25 19:07,75,9999,358
7919,Italy,Female,57,9,0,1,0,1,177404.14,1,1/25/25 2:52,108,9999,562
7920,Spain,Female,29,9,130072.29,4,1,0,101445.19,0,1/13/25 8:17,117,9999,536
7921,France,Male,24,6,0,4,0,1,87355.24,1,1/11/25 0:04,88,9999,270
7922,Italy,Female,18,10,0,2,0,0,121590.81,0,1/10/25 21:23,72,9999,339
7923,Italy,Female,22,3,130072.29,2,1,1,192735.37,0,1/5/25 13:21,74,9999,545
7924,Italy,Male,71,7,130072.29,3,1,1,107112.91,1,1/4/25 14:33,102,9999,361
7925,Germany,Female,56,2,130072.29,4,0,0,206164.34,1,1/13/25 17:08,60,9999,550
7926,Italy,Female,28,2,0,1,0,0,120624.02,1,1/15/25 22:18,74,9999,326
7927,Italy,Female,26,4,130072.29,3,0,1,19792.73,1,1/28/25 23:39,80,9999,426
7928,Spain,Female,30,5,130072.29,3,0,1,159435.13,1,2/1/25 20:42,95,9999,592
7929,Italy,Male,26,2,0,4,0,1,196290.86,1,1/6/25 5:05,76,9999,397
7930,Italy,Male,29,9,0,3,0,1,82415.65,1,1/13/25 13:22,112,9999,350
7931,Italy,Male,23,1,0,1,0,1,59424.84,1,1/3/25 22:14,96,9999,495
7932,Italy,Female,61,4,0,3,1,0,161843.66,1,1/18/25 5:04,63,9999,366
7933,Italy,Male,31,9,0,1,0,0,91397.27,1,1/9/25 21:50,72,9999,341
7934,Spain,Male,24,5,130072.29,1,1,0,226918.58,1,1/13/25 21:01,65,9999,650
7935,Spain,Female,59,2,0,2,1,0,192870.22,1,1/5/25 1:01,69,9999,277
7936,Italy,Male,27,6,130072.29,4,1,0,117992.26,1,2/1/25 6:24,52,9999,674
7937,Italy,Female,21,2,0,4,0,1,244013.74,1,1/10/25 12:39,55,9999,699
7938,France,Female,19,1,0,4,1,0,89403.68,1,1/21/25 17:18,78,9999,274
7939,Italy,Female,30,9,0,4,0,0,113932.29,0,1/8/25 2:37,53,9999,307
7940,Italy,Male,66,3,130072.29,1,0,0,163989.51,0,1/30/25 13:06,114,9999,546
7941,Spain,Male,54,2,0,4,1,1,130447.93,0,1/2/25 17:51,57,9999,383
7942,Italy,Female,30,6,0,4,0,0,89374.91,0,2/1/25 4:00,97,9999,580
7943,Italy,Male,20,7,0,1,1,1,107358.53,1,1/8/25 18:52,65,9999,498
7944,Italy,Female,19,2,0,2,0,0,216601.7,0,1/9/25 23:02,96,9999,287
7945,Italy,Male,24,5,130072.29,4,1,1,53561.29,0,1/21/25 13:33,80,9999,639
7946,Italy,Male,64,0,130072.29,3,1,0,82817.25,1,1/8/25 0:06,78,9999,678
7947,Italy,Male,87,4,0,2,1,1,53637.18,0,1/19/25 17:56,117,9999,324
7948,Italy,Male,22,1,0,2,0,0,130491.31,0,1/5/25 21:36,92,9999,391
7949,France,Male,44,0,130072.29,2,0,1,44419.63,1,1/6/25 13:08,83,9999,571
7950,Italy,Female,28,6,0,4,0,0,46928.6,1,1/31/25 20:22,55,9999,417
7951,Italy,Male,18,9,130072.29,1,0,1,209401.84,1,1/25/25 14:47,98,9999,508
7952,France,Male,28,3,0,4,1,1,177241.75,1,1/8/25 14:00,109,9999,622
7953,Spain,Male,53,4,0,4,1,0,51183.62,1,1/17/25 2:09,100,9999,604
7954,Italy,Male,23,1,0,2,1,1,99733.16,1,1/24/25 17:06,58,9999,474
7955,Italy,Male,73,7,130072.29,1,1,0,229637.18,1,1/14/25 15:31,54,9999,401
7956,Italy,Female,22,10,0,4,1,1,218177.17,0,1/8/25 18:25,113,9999,268
7957,Germany,Female,19,9,0,4,0,0,165350.54,1,1/19/25 13:17,65,9999,395
7958,Italy,Female,20,2,0,4,0,0,74575.93,1,1/10/25 21:40,108,9999,697
7959,Italy,Male,60,6,0,4,0,1,96455.56,1,1/30/25 21:40,105,9999,490
7960,Italy,Male,25,10,0,1,1,0,165046.35,1,1/6/25 2:33,114,9999,621
7961,Italy,Female,52,0,0,1,0,0,142315.77,1,1/26/25 5:26,84,9999,630
7962,Italy,Female,27,9,130072.29,1,1,1,142353.7,0,1/9/25 7:51,59,9999,593
7963,Italy,Female,26,0,0,3,1,1,108725.89,1,1/11/25 5:44,96,9999,486
7964,Germany,Female,54,6,0,1,1,0,27106.51,1,1/5/25 11:27,84,9999,284
7965,France,Male,25,0,130072.29,1,1,0,34779.16,1,1/9/25 16:05,111,9999,439
7966,Italy,Female,53,8,130072.29,2,0,1,209653.75,0,1/23/25 20:03,82,9999,250
7967,Italy,Male,19,8,130072.29,4,1,0,221610.38,1,1/12/25 6:53,64,9999,402
7968,Italy,Female,29,7,130072.29,4,0,0,223956.25,1,1/16/25 19:30,84,9999,678
7969,Italy,Male,31,7,130072.29,2,0,0,121273.32,1,1/3/25 1:28,59,9999,682
7970,Spain,Male,74,3,0,1,1,0,234200.95,1,1/16/25 8:38,69,9999,375
7971,Spain,Male,22,3,130072.29,4,1,0,210240.82,0,1/26/25 15:22,57,9999,594
7972,Italy,Female,29,4,0,3,0,0,99119.3,1,1/6/25 10:55,57,9999,649
7973,Italy,Male,26,8,0,3,1,1,59638.66,1,1/14/25 10:33,62,9999,475
7974,Italy,Male,25,2,0,2,1,0,183498.5,1,1/2/25 19:00,108,9999,470
7975,France,Female,19,3,130072.29,3,1,0,182699.5,1,1/8/25 16:42,96,9999,652
7976,France,Female,20,9,130072.29,2,0,1,223093.86,0,1/16/25 9:03,109,9999,656
7977,Germany,Female,60,4,130072.29,3,0,1,17364.44,1,1/31/25 12:14,90,9999,460
7978,Germany,Female,41,6,0,3,1,0,91379.45,1,1/4/25 7:11,101,9999,274
7979,Italy,Female,25,4,0,3,0,0,13542.41,1,2/1/25 2:25,103,9999,265
7980,France,Female,58,8,130072.29,2,0,1,56540.25,0,2/2/25 4:03,85,9999,431
7981,France,Male,19,5,130072.29,4,0,1,102903.47,1,1/5/25 1:33,118,9999,578
7982,France,Male,29,2,0,2,1,0,35152.16,1,1/11/25 16:55,62,9999,378
7983,Italy,Female,67,5,0,1,0,1,206460.12,1,1/30/25 19:23,60,9999,291
7984,France,Female,61,5,130072.29,1,0,1,54705.95,0,1/28/25 19:22,57,9999,652
7985,France,Male,24,9,0,3,0,0,105777.85,1,1/13/25 1:32,80,9999,667
7986,France,Male,40,0,0,3,0,1,201411.51,0,2/2/25 15:37,111,9999,585
7987,France,Male,25,6,130072.29,4,0,0,33597.8,1,1/15/25 10:53,61,9999,485
7988,Germany,Female,61,2,0,4,0,1,156806.96,1,1/6/25 18:43,60,9999,609
7989,France,Male,27,0,0,4,1,0,235425.71,1,1/2/25 12:41,66,9999,688
7990,France,Male,45,0,130072.29,3,0,0,116300.51,1,2/1/25 5:41,76,9999,651
7991,France,Female,19,4,130072.29,2,0,0,63831.79,1,1/16/25 12:08,62,9999,283
7992,Italy,Female,28,9,0,3,1,1,236084.22,1,1/17/25 12:43,93,9999,594
7993,Italy,Female,28,9,0,1,0,0,18275.26,1,1/9/25 12:52,107,9999,630
7994,Italy,Male,29,1,0,3,1,0,81341.41,1,1/20/25 14:47,79,9999,294
7995,France,Female,30,1,0,4,1,0,205247.17,1,1/22/25 6:11,62,9999,383
7996,France,Male,78,3,130072.29,1,0,0,42714.43,1,1/19/25 16:51,57,9999,270
7997,Spain,Male,49,9,0,3,1,0,25600.54,1,1/18/25 22:18,118,9999,371
7998,Italy,Female,22,10,130072.29,4,1,0,117211.65,1,1/6/25 13:46,113,9999,319
7999,Italy,Male,58,6,130072.29,3,0,0,86284,1,1/13/25 15:21,101,9999,601
8000,Italy,Female,20,7,0,3,0,1,200304.03,0,1/12/25 20:30,55,9999,610
8001,Italy,Female,29,10,0,4,0,0,87600.44,1,1/2/25 7:37,120,9999,297
8002,Germany,Female,70,9,130072.29,1,1,0,169107.15,1,1/26/25 10:36,103,9999,288
8003,Italy,Female,19,6,130072.29,1,1,0,142247.61,1,1/8/25 0:35,71,9999,536
8004,France,Male,63,8,0,2,1,0,151263.29,1,1/27/25 19:53,112,9999,259
8005,France,Female,52,6,0,1,1,0,130229.7,1,1/10/25 8:01,86,9999,279
8006,Italy,Male,27,3,130072.29,3,1,0,38187.88,1,1/31/25 13:40,105,9999,493
8007,Spain,Male,23,8,0,4,1,0,20198.3,1,1/7/25 22:49,90,9999,523
8008,Italy,Female,25,8,0,1,1,0,138255.11,1,1/29/25 17:46,109,9999,693
8009,Italy,Male,89,2,0,3,1,0,164108.83,0,1/23/25 3:51,69,9999,337
8010,Spain,Female,21,9,130072.29,3,1,1,182705.49,1,1/2/25 8:03,118,9999,493
8011,Spain,Female,28,7,0,1,0,1,181924.46,1,1/24/25 0:39,94,9999,630
8012,Italy,Female,19,0,0,4,1,0,186376.38,1,1/25/25 17:13,107,9999,578
8013,Italy,Male,22,1,0,4,0,1,9978.89,1,1/19/25 13:45,86,9999,264
8014,Italy,Female,44,7,130072.29,2,0,0,59756.98,1,1/13/25 21:56,88,9999,253
8015,Italy,Female,23,7,0,4,0,0,183749.85,1,1/18/25 12:50,52,9999,440
8016,Spain,Male,92,5,130072.29,4,0,0,35277.54,1,1/8/25 9:09,87,9999,417
8017,France,Female,27,7,0,1,1,0,50712.29,1,1/31/25 3:03,95,9999,258
8018,Italy,Female,27,7,130072.29,1,1,0,166602.53,1,2/3/25 10:04,98,9999,358
8019,Spain,Female,18,1,130072.29,3,0,1,203003.62,1,1/17/25 6:55,83,9999,386
8020,Italy,Female,86,2,0,1,0,0,44807.99,1,1/17/25 15:20,75,9999,403
8021,Italy,Female,21,6,0,2,1,1,139952.75,1,1/25/25 19:02,51,9999,637
8022,Spain,Female,27,2,0,3,1,0,49429.35,1,1/5/25 14:41,105,9999,458
8023,Germany,Male,25,10,0,4,0,1,56104.7,1,1/22/25 6:26,56,9999,521
8024,Germany,Female,25,1,130072.29,1,1,0,123083.89,1,1/6/25 15:19,85,9999,392
8025,France,Female,29,5,0,2,0,0,170099.05,1,1/16/25 19:15,89,9999,348
8026,Germany,Female,30,1,130072.29,3,1,1,145676.13,0,1/5/25 2:39,75,9999,626
8027,Italy,Female,20,1,0,2,1,1,27643.63,1,1/29/25 16:36,118,9999,557
8028,France,Male,27,10,0,2,0,0,74962.45,1,1/18/25 18:45,65,9999,318
8029,Spain,Female,50,1,0,4,0,0,234850.52,1,1/4/25 17:35,58,9999,496
8030,Italy,Male,26,3,0,3,1,1,158772.45,1,1/17/25 8:43,71,9999,510
8031,Germany,Female,21,6,0,1,0,1,166240.18,1,1/23/25 2:11,54,9999,525
8032,Italy,Female,23,5,0,4,1,0,56730.62,1,2/3/25 19:10,92,9999,328
8033,Italy,Male,21,4,0,2,1,1,239767.41,0,1/12/25 15:05,79,9999,395
8034,Germany,Male,20,3,130072.29,3,1,0,55595.13,1,2/2/25 6:20,81,9999,360
8035,Italy,Female,25,1,130072.29,4,1,1,66534.65,0,1/28/25 19:25,66,9999,507
8036,France,Female,28,10,130072.29,1,0,0,129973.67,1,2/3/25 3:19,116,9999,342
8037,Italy,Female,19,7,130072.29,2,1,0,126513.28,1,1/12/25 0:16,75,9999,262
8038,Spain,Female,29,1,130072.29,3,0,0,12993.82,1,1/3/25 9:28,61,9999,509
8039,Italy,Female,94,10,0,4,0,1,187225.89,1,1/5/25 11:16,86,9999,675
8040,Italy,Female,88,7,0,4,0,1,28631.25,1,2/3/25 14:36,91,9999,358
8041,Italy,Male,58,9,0,2,1,1,18238.66,1,1/23/25 9:33,106,9999,579
8042,Spain,Female,22,3,0,4,1,0,129254.64,1,1/29/25 16:57,61,9999,438
8043,Germany,Female,18,4,130072.29,1,0,1,16820.72,1,1/18/25 15:20,95,9999,344
8044,Germany,Female,59,10,0,1,0,0,54165.33,1,1/29/25 4:33,76,9999,354
8045,Italy,Male,19,0,130072.29,1,0,1,100782.33,1,1/8/25 8:42,56,9999,257
8046,Italy,Male,21,1,0,3,0,1,152763.62,1,1/30/25 21:45,87,9999,316
8047,Italy,Male,28,10,130072.29,4,0,1,196772.89,1,1/30/25 1:36,97,9999,440
8048,France,Female,21,7,130072.29,1,0,0,75939.98,1,1/3/25 4:33,91,9999,615
8049,Italy,Male,59,0,0,1,0,0,120439.74,1,1/13/25 3:40,76,9999,505
8050,Spain,Female,47,2,0,3,0,1,238750.23,1,1/8/25 4:32,59,9999,258
8051,Germany,Female,43,1,130072.29,4,1,1,100602.6,1,1/4/25 14:03,91,9999,366
8052,Italy,Female,56,9,130072.29,1,1,1,178863.67,1,1/28/25 1:09,107,9999,516
8053,Italy,Female,22,4,130072.29,1,1,0,71484.05,1,1/31/25 19:56,90,9999,348
8054,Germany,Female,37,3,130072.29,1,1,1,157687.48,0,2/2/25 10:52,58,9999,547
8055,Italy,Female,24,3,0,3,1,0,202158.9,1,1/29/25 19:47,95,9999,646
8056,Italy,Female,30,3,0,4,1,0,228985.03,1,1/28/25 6:42,103,9999,413
8057,Italy,Male,20,10,130072.29,1,1,1,234692.52,1,1/5/25 23:00,108,9999,625
8058,France,Male,32,3,0,2,1,0,78998.14,1,1/24/25 12:36,62,9999,390
8059,Germany,Male,89,3,0,3,1,1,54215.83,0,1/31/25 16:55,65,9999,517
8060,Italy,Female,18,5,0,2,0,1,204439.5,1,1/19/25 23:59,94,9999,286
8061,Italy,Male,19,1,130072.29,4,1,1,159255.88,1,1/21/25 15:00,81,9999,323
8062,Italy,Female,20,3,130072.29,3,0,1,106545.36,1,1/27/25 18:27,89,9999,322
8063,Germany,Male,25,6,0,3,0,1,13887.19,1,1/21/25 22:21,93,9999,557
8064,Italy,Male,23,6,0,3,1,1,80390.72,1,1/17/25 7:31,96,9999,448
8065,Italy,Female,54,0,0,4,0,1,32279.34,1,1/8/25 17:13,119,9999,379
8066,Spain,Male,26,9,130072.29,2,1,1,125530.51,0,1/13/25 20:08,109,9999,495
8067,Spain,Female,26,8,130072.29,1,0,0,207712.83,0,1/1/25 12:09,84,9999,561
8068,Spain,Male,34,6,0,4,1,1,81585.73,0,1/3/25 18:20,109,9999,309
8069,Germany,Male,24,10,0,1,1,0,92610.64,1,1/15/25 10:46,86,9999,528
8070,Italy,Male,24,5,130072.29,1,1,1,196880.81,0,1/20/25 1:33,71,9999,352
8071,Italy,Female,43,1,0,1,1,1,116739.55,1,1/6/25 6:27,62,9999,545
8072,Italy,Female,48,5,0,3,0,1,168705.99,1,1/28/25 23:36,65,9999,569
8073,Italy,Male,18,4,0,3,1,1,51213.15,1,1/20/25 6:55,109,9999,590
8074,Spain,Male,20,8,130072.29,2,1,0,66480.66,1,1/5/25 10:33,91,9999,400
8075,Germany,Female,21,0,0,4,0,1,160571.13,1,1/23/25 17:11,62,9999,406
8076,Germany,Male,24,4,130072.29,1,0,0,32426.48,1,1/8/25 15:12,112,9999,455
8077,Italy,Male,23,2,0,4,1,0,47940.96,1,2/2/25 7:01,81,9999,428
8078,Spain,Female,30,8,0,4,1,0,82815.84,1,1/22/25 14:54,72,9999,446
8079,Germany,Male,58,0,0,4,1,1,49212.67,1,1/10/25 15:35,92,9999,472
8080,Italy,Male,21,5,130072.29,3,1,1,243985.3,1,1/25/25 16:59,81,9999,338
8081,Spain,Female,28,2,130072.29,1,0,0,67752.7,1,1/3/25 13:58,77,9999,536
8082,Italy,Female,24,0,0,1,1,0,238875.9,1,1/1/25 10:40,82,9999,683
8083,Italy,Female,27,10,0,4,1,1,212362.42,1,1/28/25 17:04,75,9999,525
8084,France,Female,29,2,0,2,1,1,86490.72,1,1/2/25 4:50,91,9999,485
8085,France,Male,72,1,0,3,1,0,139456.51,1,1/11/25 5:00,78,9999,432
8086,Italy,Female,21,9,130072.29,4,0,1,87801.49,1,1/24/25 14:54,51,9999,458
